"","group","country","units","year","amount"
"1","Total dairy products ","Italy","Million dollars","2023","473.4"
"2","Total dairy products ","Italy","Million dollars","2022","449.8"
"3","Total dairy products ","Italy","Million dollars","2021","423.6"
"4","Total dairy products ","Italy","Million dollars","2020","294"
"5","Total dairy products ","Italy","Million dollars","2019","375.4"
"6","Total dairy products ","Italy","Million dollars","2018","327.10000000000002"
"7","Total dairy products ","Italy","Million dollars","2017","304.2"
"8","Total dairy products ","Italy","Million dollars","2016","308"
"9","Total dairy products ","Italy","Million dollars","2015","304.89999999999998"
"10","Total dairy products ","Italy","Million dollars","2014","308.3"
"11","Total dairy products ","Italy","Million dollars","2013","310.3"
"12","Total dairy products ","Italy","Million dollars","2012","301.60000000000002"
"13","Total dairy products ","Italy","Million dollars","2011","311.8"
"14","Total dairy products ","Italy","Million dollars","2010","277.39999999999998"
"15","Total dairy products ","Italy","Million dollars","2009","267.39999999999998"
"16","Total dairy products ","Italy","Million dollars","2008","326.8"
"17","Total dairy products ","Italy","Million dollars","2007","302"
"18","Total dairy products ","Italy","Million dollars","2006","242"
"19","Total dairy products ","Italy","Million dollars","2005","221"
"20","Total dairy products ","Italy","Million dollars","2004","223.7"
"21","Total dairy products ","Italy","Million dollars","2003","210.6"
"22","Total dairy products ","Italy","Million dollars","2002","165.3"
"23","Total dairy products ","Italy","Million dollars","2001","162.5"
"24","Total dairy products ","Italy","Million dollars","2000","145.30000000000001"
"25","Total dairy products ","Italy","Million dollars","1999","146"
"26","Total dairy products ","Ireland","Million dollars","2023","436.7"
"27","Total dairy products ","Ireland","Million dollars","2022","399.6"
"28","Total dairy products ","Ireland","Million dollars","2021","345"
"29","Total dairy products ","Ireland","Million dollars","2020","252.9"
"30","Total dairy products ","Ireland","Million dollars","2019","260.10000000000002"
"31","Total dairy products ","Ireland","Million dollars","2018","224.1"
"32","Total dairy products ","Ireland","Million dollars","2017","145.69999999999999"
"33","Total dairy products ","Ireland","Million dollars","2016","109.9"
"34","Total dairy products ","Ireland","Million dollars","2015","90.7"
"35","Total dairy products ","Ireland","Million dollars","2014","75.099999999999994"
"36","Total dairy products ","Ireland","Million dollars","2013","57.2"
"37","Total dairy products ","Ireland","Million dollars","2012","54.6"
"38","Total dairy products ","Ireland","Million dollars","2011","42.6"
"39","Total dairy products ","Ireland","Million dollars","2010","41.1"
"40","Total dairy products ","Ireland","Million dollars","2009","39.200000000000003"
"41","Total dairy products ","Ireland","Million dollars","2008","46.5"
"42","Total dairy products ","Ireland","Million dollars","2007","43.9"
"43","Total dairy products ","Ireland","Million dollars","2006","40.6"
"44","Total dairy products ","Ireland","Million dollars","2005","44.5"
"45","Total dairy products ","Ireland","Million dollars","2004","41.3"
"46","Total dairy products ","Ireland","Million dollars","2003","28.6"
"47","Total dairy products ","Ireland","Million dollars","2002","28.7"
"48","Total dairy products ","Ireland","Million dollars","2001","23.1"
"49","Total dairy products ","Ireland","Million dollars","2000","34.9"
"50","Total dairy products ","Ireland","Million dollars","1999","42.6"
"51","Total dairy products ","New Zealand","Million dollars","2023","402.7"
"52","Total dairy products ","New Zealand","Million dollars","2022","332.7"
"53","Total dairy products ","New Zealand","Million dollars","2021","279.5"
"54","Total dairy products ","New Zealand","Million dollars","2020","263.39999999999998"
"55","Total dairy products ","New Zealand","Million dollars","2019","243.7"
"56","Total dairy products ","New Zealand","Million dollars","2018","249.9"
"57","Total dairy products ","New Zealand","Million dollars","2017","286.89999999999998"
"58","Total dairy products ","New Zealand","Million dollars","2016","340.3"
"59","Total dairy products ","New Zealand","Million dollars","2015","371.1"
"60","Total dairy products ","New Zealand","Million dollars","2014","344.5"
"61","Total dairy products ","New Zealand","Million dollars","2013","256.10000000000002"
"62","Total dairy products ","New Zealand","Million dollars","2012","343.9"
"63","Total dairy products ","New Zealand","Million dollars","2011","269.89999999999998"
"64","Total dairy products ","New Zealand","Million dollars","2010","238.8"
"65","Total dairy products ","New Zealand","Million dollars","2009","261"
"66","Total dairy products ","New Zealand","Million dollars","2008","313"
"67","Total dairy products ","New Zealand","Million dollars","2007","256.2"
"68","Total dairy products ","New Zealand","Million dollars","2006","277.8"
"69","Total dairy products ","New Zealand","Million dollars","2005","251.6"
"70","Total dairy products ","New Zealand","Million dollars","2004","242.9"
"71","Total dairy products ","New Zealand","Million dollars","2003","204.9"
"72","Total dairy products ","New Zealand","Million dollars","2002","188.8"
"73","Total dairy products ","New Zealand","Million dollars","2001","214.4"
"74","Total dairy products ","New Zealand","Million dollars","2000","156.80000000000001"
"75","Total dairy products ","New Zealand","Million dollars","1999","165.2"
"76","Total dairy products ","France","Million dollars","2023","274.3"
"77","Total dairy products ","France","Million dollars","2022","250.2"
"78","Total dairy products ","France","Million dollars","2021","216.9"
"79","Total dairy products ","France","Million dollars","2020","184.4"
"80","Total dairy products ","France","Million dollars","2019","202.3"
"81","Total dairy products ","France","Million dollars","2018","216.6"
"82","Total dairy products ","France","Million dollars","2017","183.6"
"83","Total dairy products ","France","Million dollars","2016","187.8"
"84","Total dairy products ","France","Million dollars","2015","188"
"85","Total dairy products ","France","Million dollars","2014","213.5"
"86","Total dairy products ","France","Million dollars","2013","199.8"
"87","Total dairy products ","France","Million dollars","2012","169.8"
"88","Total dairy products ","France","Million dollars","2011","186.1"
"89","Total dairy products ","France","Million dollars","2010","144.9"
"90","Total dairy products ","France","Million dollars","2009","143.5"
"91","Total dairy products ","France","Million dollars","2008","157.5"
"92","Total dairy products ","France","Million dollars","2007","152.19999999999999"
"93","Total dairy products ","France","Million dollars","2006","136.19999999999999"
"94","Total dairy products ","France","Million dollars","2005","126.2"
"95","Total dairy products ","France","Million dollars","2004","134.5"
"96","Total dairy products ","France","Million dollars","2003","109.9"
"97","Total dairy products ","France","Million dollars","2002","91.8"
"98","Total dairy products ","France","Million dollars","2001","72.900000000000006"
"99","Total dairy products ","France","Million dollars","2000","71.900000000000006"
"100","Total dairy products ","France","Million dollars","1999","74.900000000000006"
"101","Total dairy products ","Canada","Million dollars","2023","203.7"
"102","Total dairy products ","Canada","Million dollars","2022","177.9"
"103","Total dairy products ","Canada","Million dollars","2021","160.5"
"104","Total dairy products ","Canada","Million dollars","2020","166.8"
"105","Total dairy products ","Canada","Million dollars","2019","139"
"106","Total dairy products ","Canada","Million dollars","2018","118.1"
"107","Total dairy products ","Canada","Million dollars","2017","110.8"
"108","Total dairy products ","Canada","Million dollars","2016","80.2"
"109","Total dairy products ","Canada","Million dollars","2015","79.5"
"110","Total dairy products ","Canada","Million dollars","2014","98.5"
"111","Total dairy products ","Canada","Million dollars","2013","95.8"
"112","Total dairy products ","Canada","Million dollars","2012","82.3"
"113","Total dairy products ","Canada","Million dollars","2011","70.3"
"114","Total dairy products ","Canada","Million dollars","2010","76.8"
"115","Total dairy products ","Canada","Million dollars","2009","57.5"
"116","Total dairy products ","Canada","Million dollars","2008","62.6"
"117","Total dairy products ","Canada","Million dollars","2007","86.5"
"118","Total dairy products ","Canada","Million dollars","2006","75.099999999999994"
"119","Total dairy products ","Canada","Million dollars","2005","86.2"
"120","Total dairy products ","Canada","Million dollars","2004","90.1"
"121","Total dairy products ","Canada","Million dollars","2003","57"
"122","Total dairy products ","Canada","Million dollars","2002","66.5"
"123","Total dairy products ","Canada","Million dollars","2001","80.099999999999994"
"124","Total dairy products ","Canada","Million dollars","2000","52.6"
"125","Total dairy products ","Canada","Million dollars","1999","71.3"
"126","Total dairy products ","Mexico","Million dollars","2023","192.4"
"127","Total dairy products ","Mexico","Million dollars","2022","167.9"
"128","Total dairy products ","Mexico","Million dollars","2021","117.5"
"129","Total dairy products ","Mexico","Million dollars","2020","145.80000000000001"
"130","Total dairy products ","Mexico","Million dollars","2019","130.69999999999999"
"131","Total dairy products ","Mexico","Million dollars","2018","110.4"
"132","Total dairy products ","Mexico","Million dollars","2017","88.4"
"133","Total dairy products ","Mexico","Million dollars","2016","97.7"
"134","Total dairy products ","Mexico","Million dollars","2015","86.5"
"135","Total dairy products ","Mexico","Million dollars","2014","82.8"
"136","Total dairy products ","Mexico","Million dollars","2013","78.900000000000006"
"137","Total dairy products ","Mexico","Million dollars","2012","76.5"
"138","Total dairy products ","Mexico","Million dollars","2011","69.3"
"139","Total dairy products ","Mexico","Million dollars","2010","64.7"
"140","Total dairy products ","Mexico","Million dollars","2009","56.7"
"141","Total dairy products ","Mexico","Million dollars","2008","63.8"
"142","Total dairy products ","Mexico","Million dollars","2007","51.4"
"143","Total dairy products ","Mexico","Million dollars","2006","51.7"
"144","Total dairy products ","Mexico","Million dollars","2005","44.8"
"145","Total dairy products ","Mexico","Million dollars","2004","31.1"
"146","Total dairy products ","Mexico","Million dollars","2003","23.1"
"147","Total dairy products ","Mexico","Million dollars","2002","10.1"
"148","Total dairy products ","Mexico","Million dollars","2001","7.5"
"149","Total dairy products ","Mexico","Million dollars","2000","7.7"
"150","Total dairy products ","Mexico","Million dollars","1999","4.5999999999999996"
"151","Total dairy products ","Netherlands","Million dollars","2023","155.19999999999999"
"152","Total dairy products ","Netherlands","Million dollars","2022","137"
"153","Total dairy products ","Netherlands","Million dollars","2021","124"
"154","Total dairy products ","Netherlands","Million dollars","2020","116.3"
"155","Total dairy products ","Netherlands","Million dollars","2019","103.5"
"156","Total dairy products ","Netherlands","Million dollars","2018","95.5"
"157","Total dairy products ","Netherlands","Million dollars","2017","97.1"
"158","Total dairy products ","Netherlands","Million dollars","2016","98.9"
"159","Total dairy products ","Netherlands","Million dollars","2015","98.2"
"160","Total dairy products ","Netherlands","Million dollars","2014","107.1"
"161","Total dairy products ","Netherlands","Million dollars","2013","82.9"
"162","Total dairy products ","Netherlands","Million dollars","2012","77.599999999999994"
"163","Total dairy products ","Netherlands","Million dollars","2011","80.2"
"164","Total dairy products ","Netherlands","Million dollars","2010","63.4"
"165","Total dairy products ","Netherlands","Million dollars","2009","58.9"
"166","Total dairy products ","Netherlands","Million dollars","2008","74.8"
"167","Total dairy products ","Netherlands","Million dollars","2007","67"
"168","Total dairy products ","Netherlands","Million dollars","2006","66"
"169","Total dairy products ","Netherlands","Million dollars","2005","61.6"
"170","Total dairy products ","Netherlands","Million dollars","2004","57.6"
"171","Total dairy products ","Netherlands","Million dollars","2003","56"
"172","Total dairy products ","Netherlands","Million dollars","2002","49.2"
"173","Total dairy products ","Netherlands","Million dollars","2001","47.9"
"174","Total dairy products ","Netherlands","Million dollars","2000","55.8"
"175","Total dairy products ","Netherlands","Million dollars","1999","44.7"
"176","Total dairy products ","Spain","Million dollars","2023","145.9"
"177","Total dairy products ","Spain","Million dollars","2022","111.4"
"178","Total dairy products ","Spain","Million dollars","2021","99.2"
"179","Total dairy products ","Spain","Million dollars","2020","88.8"
"180","Total dairy products ","Spain","Million dollars","2019","98.9"
"181","Total dairy products ","Spain","Million dollars","2018","108"
"182","Total dairy products ","Spain","Million dollars","2017","97.7"
"183","Total dairy products ","Spain","Million dollars","2016","93.3"
"184","Total dairy products ","Spain","Million dollars","2015","100.2"
"185","Total dairy products ","Spain","Million dollars","2014","96.5"
"186","Total dairy products ","Spain","Million dollars","2013","79.5"
"187","Total dairy products ","Spain","Million dollars","2012","60.3"
"188","Total dairy products ","Spain","Million dollars","2011","57.6"
"189","Total dairy products ","Spain","Million dollars","2010","46.4"
"190","Total dairy products ","Spain","Million dollars","2009","41.4"
"191","Total dairy products ","Spain","Million dollars","2008","43.6"
"192","Total dairy products ","Spain","Million dollars","2007","38.1"
"193","Total dairy products ","Spain","Million dollars","2006","32.700000000000003"
"194","Total dairy products ","Spain","Million dollars","2005","26.9"
"195","Total dairy products ","Spain","Million dollars","2004","22.3"
"196","Total dairy products ","Spain","Million dollars","2003","18.2"
"197","Total dairy products ","Spain","Million dollars","2002","13.4"
"198","Total dairy products ","Spain","Million dollars","2001","10.5"
"199","Total dairy products ","Spain","Million dollars","2000","8.4"
"200","Total dairy products ","Spain","Million dollars","1999","5.0999999999999996"
"201","Total dairy products ","Rest of world","Million dollars","2023","760.2"
"202","Total dairy products ","Rest of world","Million dollars","2022","679.8"
"203","Total dairy products ","Rest of world","Million dollars","2021","620"
"204","Total dairy products ","Rest of world","Million dollars","2020","553.20000000000005"
"205","Total dairy products ","Rest of world","Million dollars","2019","574.6"
"206","Total dairy products ","Rest of world","Million dollars","2018","561"
"207","Total dairy products ","Rest of world","Million dollars","2017","513"
"208","Total dairy products ","Rest of world","Million dollars","2016","557.6"
"209","Total dairy products ","Rest of world","Million dollars","2015","574.4"
"210","Total dairy products ","Rest of world","Million dollars","2014","518"
"211","Total dairy products ","Rest of world","Million dollars","2013","488.6"
"212","Total dairy products ","Rest of world","Million dollars","2012","437.6"
"213","Total dairy products ","Rest of world","Million dollars","2011","414.3"
"214","Total dairy products ","Rest of world","Million dollars","2010","393.7"
"215","Total dairy products ","Rest of world","Million dollars","2009","427.8"
"216","Total dairy products ","Rest of world","Million dollars","2008","507"
"217","Total dairy products ","Rest of world","Million dollars","2007","503.5"
"218","Total dairy products ","Rest of world","Million dollars","2006","483.6"
"219","Total dairy products ","Rest of world","Million dollars","2005","525.6"
"220","Total dairy products ","Rest of world","Million dollars","2004","448.8"
"221","Total dairy products ","Rest of world","Million dollars","2003","402"
"222","Total dairy products ","Rest of world","Million dollars","2002","395"
"223","Total dairy products ","Rest of world","Million dollars","2001","376.9"
"224","Total dairy products ","Rest of world","Million dollars","2000","388.9"
"225","Total dairy products ","Rest of world","Million dollars","1999","375.9"
"226","Total dairy products ","World","Million dollars","2023","3044.5"
"227","Total dairy products ","World","Million dollars","2022","2706.3"
"228","Total dairy products ","World","Million dollars","2021","2386.1999999999998"
"229","Total dairy products ","World","Million dollars","2020","2065.6"
"230","Total dairy products ","World","Million dollars","2019","2128.1999999999998"
"231","Total dairy products ","World","Million dollars","2018","2010.7"
"232","Total dairy products ","World","Million dollars","2017","1827.4"
"233","Total dairy products ","World","Million dollars","2016","1873.7"
"234","Total dairy products ","World","Million dollars","2015","1893.5"
"235","Total dairy products ","World","Million dollars","2014","1844.3"
"236","Total dairy products ","World","Million dollars","2013","1649.1"
"237","Total dairy products ","World","Million dollars","2012","1604.2"
"238","Total dairy products ","World","Million dollars","2011","1502.1"
"239","Total dairy products ","World","Million dollars","2010","1347.2"
"240","Total dairy products ","World","Million dollars","2009","1353.4"
"241","Total dairy products ","World","Million dollars","2008","1595.6"
"242","Total dairy products ","World","Million dollars","2007","1500.8"
"243","Total dairy products ","World","Million dollars","2006","1405.7"
"244","Total dairy products ","World","Million dollars","2005","1388.4"
"245","Total dairy products ","World","Million dollars","2004","1292.3"
"246","Total dairy products ","World","Million dollars","2003","1110.3"
"247","Total dairy products ","World","Million dollars","2002","1008.8"
"248","Total dairy products ","World","Million dollars","2001","995.8"
"249","Total dairy products ","World","Million dollars","2000","922.3"
"250","Total dairy products ","World","Million dollars","1999","930.3"
"251","Total dairy products ","World (quantity)","1,000 metric tons","2023","417.1"
"252","Total dairy products ","World (quantity)","1,000 metric tons","2022","401.2"
"253","Total dairy products ","World (quantity)","1,000 metric tons","2021","370.8"
"254","Total dairy products ","World (quantity)","1,000 metric tons","2020","368.4"
"255","Total dairy products ","World (quantity)","1,000 metric tons","2019","384.2"
"256","Total dairy products ","World (quantity)","1,000 metric tons","2018","364"
"257","Total dairy products ","World (quantity)","1,000 metric tons","2017","367"
"258","Total dairy products ","World (quantity)","1,000 metric tons","2016","385.2"
"259","Total dairy products ","World (quantity)","1,000 metric tons","2015","354.9"
"260","Total dairy products ","World (quantity)","1,000 metric tons","2014","295.89999999999998"
"261","Total dairy products ","World (quantity)","1,000 metric tons","2013","273.2"
"262","Total dairy products ","World (quantity)","1,000 metric tons","2012","281.7"
"263","Total dairy products ","World (quantity)","1,000 metric tons","2011","242.7"
"264","Total dairy products ","World (quantity)","1,000 metric tons","2010","244.8"
"265","Total dairy products ","World (quantity)","1,000 metric tons","2009","285.60000000000002"
"266","Total dairy products ","World (quantity)","1,000 metric tons","2008","302.60000000000002"
"267","Total dairy products ","World (quantity)","1,000 metric tons","2007","359.6"
"268","Total dairy products ","World (quantity)","1,000 metric tons","2006","367.7"
"269","Total dairy products ","World (quantity)","1,000 metric tons","2005","375.8"
"270","Total dairy products ","World (quantity)","1,000 metric tons","2004","341.8"
"271","Total dairy products ","World (quantity)","1,000 metric tons","2003","335.1"
"272","Total dairy products ","World (quantity)","1,000 metric tons","2002","329.9"
"273","Total dairy products ","World (quantity)","1,000 metric tons","2001","323.5"
"274","Total dairy products ","World (quantity)","1,000 metric tons","2000","297.10000000000002"
"275","Total dairy products ","World (quantity)","1,000 metric tons","1999","298.8"
"276","Cheese, fresh or processed","Italy","Million dollars","2023","469.5"
"277","Cheese, fresh or processed","Italy","Million dollars","2022","446.2"
"278","Cheese, fresh or processed","Italy","Million dollars","2021","420.5"
"279","Cheese, fresh or processed","Italy","Million dollars","2020","291.2"
"280","Cheese, fresh or processed","Italy","Million dollars","2019","372.6"
"281","Cheese, fresh or processed","Italy","Million dollars","2018","324.39999999999998"
"282","Cheese, fresh or processed","Italy","Million dollars","2017","302.3"
"283","Cheese, fresh or processed","Italy","Million dollars","2016","307"
"284","Cheese, fresh or processed","Italy","Million dollars","2015","303.8"
"285","Cheese, fresh or processed","Italy","Million dollars","2014","307.39999999999998"
"286","Cheese, fresh or processed","Italy","Million dollars","2013","309.7"
"287","Cheese, fresh or processed","Italy","Million dollars","2012","301.3"
"288","Cheese, fresh or processed","Italy","Million dollars","2011","311.5"
"289","Cheese, fresh or processed","Italy","Million dollars","2010","277.2"
"290","Cheese, fresh or processed","Italy","Million dollars","2009","266.89999999999998"
"291","Cheese, fresh or processed","Italy","Million dollars","2008","325.7"
"292","Cheese, fresh or processed","Italy","Million dollars","2007","300.89999999999998"
"293","Cheese, fresh or processed","Italy","Million dollars","2006","241"
"294","Cheese, fresh or processed","Italy","Million dollars","2005","220.3"
"295","Cheese, fresh or processed","Italy","Million dollars","2004","223.1"
"296","Cheese, fresh or processed","Italy","Million dollars","2003","210.4"
"297","Cheese, fresh or processed","Italy","Million dollars","2002","165.3"
"298","Cheese, fresh or processed","Italy","Million dollars","2001","162.5"
"299","Cheese, fresh or processed","Italy","Million dollars","2000","145.30000000000001"
"300","Cheese, fresh or processed","Italy","Million dollars","1999","146"
"301","Cheese, fresh or processed","France","Million dollars","2023","202.9"
"302","Cheese, fresh or processed","France","Million dollars","2022","193.5"
"303","Cheese, fresh or processed","France","Million dollars","2021","176.3"
"304","Cheese, fresh or processed","France","Million dollars","2020","156.4"
"305","Cheese, fresh or processed","France","Million dollars","2019","173.8"
"306","Cheese, fresh or processed","France","Million dollars","2018","190.9"
"307","Cheese, fresh or processed","France","Million dollars","2017","164.6"
"308","Cheese, fresh or processed","France","Million dollars","2016","169.2"
"309","Cheese, fresh or processed","France","Million dollars","2015","166.1"
"310","Cheese, fresh or processed","France","Million dollars","2014","198.2"
"311","Cheese, fresh or processed","France","Million dollars","2013","193.5"
"312","Cheese, fresh or processed","France","Million dollars","2012","165.9"
"313","Cheese, fresh or processed","France","Million dollars","2011","182.7"
"314","Cheese, fresh or processed","France","Million dollars","2010","142"
"315","Cheese, fresh or processed","France","Million dollars","2009","140.69999999999999"
"316","Cheese, fresh or processed","France","Million dollars","2008","154.19999999999999"
"317","Cheese, fresh or processed","France","Million dollars","2007","149"
"318","Cheese, fresh or processed","France","Million dollars","2006","134.1"
"319","Cheese, fresh or processed","France","Million dollars","2005","123.6"
"320","Cheese, fresh or processed","France","Million dollars","2004","131.19999999999999"
"321","Cheese, fresh or processed","France","Million dollars","2003","107.9"
"322","Cheese, fresh or processed","France","Million dollars","2002","89.6"
"323","Cheese, fresh or processed","France","Million dollars","2001","71.2"
"324","Cheese, fresh or processed","France","Million dollars","2000","68.5"
"325","Cheese, fresh or processed","France","Million dollars","1999","73.099999999999994"
"326","Cheese, fresh or processed","Spain","Million dollars","2023","145.5"
"327","Cheese, fresh or processed","Spain","Million dollars","2022","111.3"
"328","Cheese, fresh or processed","Spain","Million dollars","2021","99.2"
"329","Cheese, fresh or processed","Spain","Million dollars","2020","88.6"
"330","Cheese, fresh or processed","Spain","Million dollars","2019","98.9"
"331","Cheese, fresh or processed","Spain","Million dollars","2018","107.9"
"332","Cheese, fresh or processed","Spain","Million dollars","2017","97.7"
"333","Cheese, fresh or processed","Spain","Million dollars","2016","93.2"
"334","Cheese, fresh or processed","Spain","Million dollars","2015","100.1"
"335","Cheese, fresh or processed","Spain","Million dollars","2014","96.3"
"336","Cheese, fresh or processed","Spain","Million dollars","2013","79.099999999999994"
"337","Cheese, fresh or processed","Spain","Million dollars","2012","59.3"
"338","Cheese, fresh or processed","Spain","Million dollars","2011","56.7"
"339","Cheese, fresh or processed","Spain","Million dollars","2010","45.8"
"340","Cheese, fresh or processed","Spain","Million dollars","2009","40.5"
"341","Cheese, fresh or processed","Spain","Million dollars","2008","42.5"
"342","Cheese, fresh or processed","Spain","Million dollars","2007","37.1"
"343","Cheese, fresh or processed","Spain","Million dollars","2006","31.6"
"344","Cheese, fresh or processed","Spain","Million dollars","2005","25.8"
"345","Cheese, fresh or processed","Spain","Million dollars","2004","21.1"
"346","Cheese, fresh or processed","Spain","Million dollars","2003","16.5"
"347","Cheese, fresh or processed","Spain","Million dollars","2002","11.5"
"348","Cheese, fresh or processed","Spain","Million dollars","2001","8.5"
"349","Cheese, fresh or processed","Spain","Million dollars","2000","7"
"350","Cheese, fresh or processed","Spain","Million dollars","1999","5.0999999999999996"
"351","Cheese, fresh or processed","Netherlands","Million dollars","2023","130.1"
"352","Cheese, fresh or processed","Netherlands","Million dollars","2022","116"
"353","Cheese, fresh or processed","Netherlands","Million dollars","2021","109"
"354","Cheese, fresh or processed","Netherlands","Million dollars","2020","94.3"
"355","Cheese, fresh or processed","Netherlands","Million dollars","2019","90.3"
"356","Cheese, fresh or processed","Netherlands","Million dollars","2018","87"
"357","Cheese, fresh or processed","Netherlands","Million dollars","2017","85.1"
"358","Cheese, fresh or processed","Netherlands","Million dollars","2016","84.4"
"359","Cheese, fresh or processed","Netherlands","Million dollars","2015","88.6"
"360","Cheese, fresh or processed","Netherlands","Million dollars","2014","97.8"
"361","Cheese, fresh or processed","Netherlands","Million dollars","2013","76"
"362","Cheese, fresh or processed","Netherlands","Million dollars","2012","71.900000000000006"
"363","Cheese, fresh or processed","Netherlands","Million dollars","2011","75.5"
"364","Cheese, fresh or processed","Netherlands","Million dollars","2010","59.3"
"365","Cheese, fresh or processed","Netherlands","Million dollars","2009","55.9"
"366","Cheese, fresh or processed","Netherlands","Million dollars","2008","71.8"
"367","Cheese, fresh or processed","Netherlands","Million dollars","2007","64.400000000000006"
"368","Cheese, fresh or processed","Netherlands","Million dollars","2006","64.2"
"369","Cheese, fresh or processed","Netherlands","Million dollars","2005","59.6"
"370","Cheese, fresh or processed","Netherlands","Million dollars","2004","55.6"
"371","Cheese, fresh or processed","Netherlands","Million dollars","2003","51.8"
"372","Cheese, fresh or processed","Netherlands","Million dollars","2002","42.3"
"373","Cheese, fresh or processed","Netherlands","Million dollars","2001","43.5"
"374","Cheese, fresh or processed","Netherlands","Million dollars","2000","40.5"
"375","Cheese, fresh or processed","Netherlands","Million dollars","1999","35.700000000000003"
"376","Cheese, fresh or processed","Switzerland","Million dollars","2023","118.4"
"377","Cheese, fresh or processed","Switzerland","Million dollars","2022","117.1"
"378","Cheese, fresh or processed","Switzerland","Million dollars","2021","118.1"
"379","Cheese, fresh or processed","Switzerland","Million dollars","2020","100.3"
"380","Cheese, fresh or processed","Switzerland","Million dollars","2019","89.2"
"381","Cheese, fresh or processed","Switzerland","Million dollars","2018","92.3"
"382","Cheese, fresh or processed","Switzerland","Million dollars","2017","75.8"
"383","Cheese, fresh or processed","Switzerland","Million dollars","2016","76.400000000000006"
"384","Cheese, fresh or processed","Switzerland","Million dollars","2015","88.8"
"385","Cheese, fresh or processed","Switzerland","Million dollars","2014","82.6"
"386","Cheese, fresh or processed","Switzerland","Million dollars","2013","82"
"387","Cheese, fresh or processed","Switzerland","Million dollars","2012","65.3"
"388","Cheese, fresh or processed","Switzerland","Million dollars","2011","60.8"
"389","Cheese, fresh or processed","Switzerland","Million dollars","2010","61.8"
"390","Cheese, fresh or processed","Switzerland","Million dollars","2009","49.8"
"391","Cheese, fresh or processed","Switzerland","Million dollars","2008","57.2"
"392","Cheese, fresh or processed","Switzerland","Million dollars","2007","51.9"
"393","Cheese, fresh or processed","Switzerland","Million dollars","2006","44.9"
"394","Cheese, fresh or processed","Switzerland","Million dollars","2005","47.2"
"395","Cheese, fresh or processed","Switzerland","Million dollars","2004","46.8"
"396","Cheese, fresh or processed","Switzerland","Million dollars","2003","42.1"
"397","Cheese, fresh or processed","Switzerland","Million dollars","2002","35"
"398","Cheese, fresh or processed","Switzerland","Million dollars","2001","30.8"
"399","Cheese, fresh or processed","Switzerland","Million dollars","2000","30"
"400","Cheese, fresh or processed","Switzerland","Million dollars","1999","31.8"
"401","Cheese, fresh or processed","Ireland","Million dollars","2023","88.3"
"402","Cheese, fresh or processed","Ireland","Million dollars","2022","58.7"
"403","Cheese, fresh or processed","Ireland","Million dollars","2021","69.7"
"404","Cheese, fresh or processed","Ireland","Million dollars","2020","39.9"
"405","Cheese, fresh or processed","Ireland","Million dollars","2019","45.9"
"406","Cheese, fresh or processed","Ireland","Million dollars","2018","41.9"
"407","Cheese, fresh or processed","Ireland","Million dollars","2017","33.299999999999997"
"408","Cheese, fresh or processed","Ireland","Million dollars","2016","39.700000000000003"
"409","Cheese, fresh or processed","Ireland","Million dollars","2015","42.5"
"410","Cheese, fresh or processed","Ireland","Million dollars","2014","42.7"
"411","Cheese, fresh or processed","Ireland","Million dollars","2013","38.6"
"412","Cheese, fresh or processed","Ireland","Million dollars","2012","42.8"
"413","Cheese, fresh or processed","Ireland","Million dollars","2011","31.7"
"414","Cheese, fresh or processed","Ireland","Million dollars","2010","33.1"
"415","Cheese, fresh or processed","Ireland","Million dollars","2009","29.6"
"416","Cheese, fresh or processed","Ireland","Million dollars","2008","29.5"
"417","Cheese, fresh or processed","Ireland","Million dollars","2007","29"
"418","Cheese, fresh or processed","Ireland","Million dollars","2006","24.8"
"419","Cheese, fresh or processed","Ireland","Million dollars","2005","27.3"
"420","Cheese, fresh or processed","Ireland","Million dollars","2004","21"
"421","Cheese, fresh or processed","Ireland","Million dollars","2003","17.899999999999999"
"422","Cheese, fresh or processed","Ireland","Million dollars","2002","16.899999999999999"
"423","Cheese, fresh or processed","Ireland","Million dollars","2001","14.9"
"424","Cheese, fresh or processed","Ireland","Million dollars","2000","12.7"
"425","Cheese, fresh or processed","Ireland","Million dollars","1999","10.1"
"426","Cheese, fresh or processed","United Kingdom","Million dollars","2023","75.7"
"427","Cheese, fresh or processed","United Kingdom","Million dollars","2022","68.599999999999994"
"428","Cheese, fresh or processed","United Kingdom","Million dollars","2021","55.5"
"429","Cheese, fresh or processed","United Kingdom","Million dollars","2020","39.6"
"430","Cheese, fresh or processed","United Kingdom","Million dollars","2019","59.3"
"431","Cheese, fresh or processed","United Kingdom","Million dollars","2018","60.5"
"432","Cheese, fresh or processed","United Kingdom","Million dollars","2017","44.3"
"433","Cheese, fresh or processed","United Kingdom","Million dollars","2016","62.6"
"434","Cheese, fresh or processed","United Kingdom","Million dollars","2015","64.5"
"435","Cheese, fresh or processed","United Kingdom","Million dollars","2014","62.2"
"436","Cheese, fresh or processed","United Kingdom","Million dollars","2013","50.1"
"437","Cheese, fresh or processed","United Kingdom","Million dollars","2012","42.3"
"438","Cheese, fresh or processed","United Kingdom","Million dollars","2011","39.9"
"439","Cheese, fresh or processed","United Kingdom","Million dollars","2010","32.299999999999997"
"440","Cheese, fresh or processed","United Kingdom","Million dollars","2009","28.4"
