"","group","country","units","year","amount"
"1","Total sweeteners and candy ","Mexico","Million dollars","2023","2161.6999999999998"
"2","Total sweeteners and candy ","Mexico","Million dollars","2022","2142.9"
"3","Total sweeteners and candy ","Mexico","Million dollars","2021","1625.4"
"4","Total sweeteners and candy ","Mexico","Million dollars","2020","1533.8"
"5","Total sweeteners and candy ","Mexico","Million dollars","2019","1347.9"
"6","Total sweeteners and candy ","Mexico","Million dollars","2018","1397.3"
"7","Total sweeteners and candy ","Mexico","Million dollars","2017","1296.9000000000001"
"8","Total sweeteners and candy ","Mexico","Million dollars","2016","1367.2"
"9","Total sweeteners and candy ","Mexico","Million dollars","2015","1434.7"
"10","Total sweeteners and candy ","Mexico","Million dollars","2014","1394.6"
"11","Total sweeteners and candy ","Mexico","Million dollars","2013","1696.1"
"12","Total sweeteners and candy ","Mexico","Million dollars","2012","1353.1"
"13","Total sweeteners and candy ","Mexico","Million dollars","2011","1742.7"
"14","Total sweeteners and candy ","Mexico","Million dollars","2010","1166.7"
"15","Total sweeteners and candy ","Mexico","Million dollars","2009","903.6"
"16","Total sweeteners and candy ","Mexico","Million dollars","2008","804.7"
"17","Total sweeteners and candy ","Mexico","Million dollars","2007","470.4"
"18","Total sweeteners and candy ","Mexico","Million dollars","2006","759.2"
"19","Total sweeteners and candy ","Mexico","Million dollars","2005","458.1"
"20","Total sweeteners and candy ","Mexico","Million dollars","2004","307.7"
"21","Total sweeteners and candy ","Mexico","Million dollars","2003","266.8"
"22","Total sweeteners and candy ","Mexico","Million dollars","2002","295.7"
"23","Total sweeteners and candy ","Mexico","Million dollars","2001","215.5"
"24","Total sweeteners and candy ","Mexico","Million dollars","2000","174.9"
"25","Total sweeteners and candy ","Mexico","Million dollars","1999","176.4"
"26","Total sweeteners and candy ","Canada","Million dollars","2023","1043.8"
"27","Total sweeteners and candy ","Canada","Million dollars","2022","1006.3"
"28","Total sweeteners and candy ","Canada","Million dollars","2021","869.7"
"29","Total sweeteners and candy ","Canada","Million dollars","2020","764.5"
"30","Total sweeteners and candy ","Canada","Million dollars","2019","785.8"
"31","Total sweeteners and candy ","Canada","Million dollars","2018","823.8"
"32","Total sweeteners and candy ","Canada","Million dollars","2017","814"
"33","Total sweeteners and candy ","Canada","Million dollars","2016","825.6"
"34","Total sweeteners and candy ","Canada","Million dollars","2015","828.6"
"35","Total sweeteners and candy ","Canada","Million dollars","2014","821.6"
"36","Total sweeteners and candy ","Canada","Million dollars","2013","825.7"
"37","Total sweeteners and candy ","Canada","Million dollars","2012","840.2"
"38","Total sweeteners and candy ","Canada","Million dollars","2011","763.8"
"39","Total sweeteners and candy ","Canada","Million dollars","2010","692.5"
"40","Total sweeteners and candy ","Canada","Million dollars","2009","635.9"
"41","Total sweeteners and candy ","Canada","Million dollars","2008","711.3"
"42","Total sweeteners and candy ","Canada","Million dollars","2007","671.6"
"43","Total sweeteners and candy ","Canada","Million dollars","2006","629.1"
"44","Total sweeteners and candy ","Canada","Million dollars","2005","604.79999999999995"
"45","Total sweeteners and candy ","Canada","Million dollars","2004","572.1"
"46","Total sweeteners and candy ","Canada","Million dollars","2003","594.6"
"47","Total sweeteners and candy ","Canada","Million dollars","2002","467.6"
"48","Total sweeteners and candy ","Canada","Million dollars","2001","407.8"
"49","Total sweeteners and candy ","Canada","Million dollars","2000","311.2"
"50","Total sweeteners and candy ","Canada","Million dollars","1999","319.89999999999998"
"51","Total sweeteners and candy ","Brazil","Million dollars","2023","637.5"
"52","Total sweeteners and candy ","Brazil","Million dollars","2022","386.4"
"53","Total sweeteners and candy ","Brazil","Million dollars","2021","447.4"
"54","Total sweeteners and candy ","Brazil","Million dollars","2020","420.9"
"55","Total sweeteners and candy ","Brazil","Million dollars","2019","269.10000000000002"
"56","Total sweeteners and candy ","Brazil","Million dollars","2018","310.10000000000002"
"57","Total sweeteners and candy ","Brazil","Million dollars","2017","305.5"
"58","Total sweeteners and candy ","Brazil","Million dollars","2016","295.8"
"59","Total sweeteners and candy ","Brazil","Million dollars","2015","241.5"
"60","Total sweeteners and candy ","Brazil","Million dollars","2014","245.2"
"61","Total sweeteners and candy ","Brazil","Million dollars","2013","162.1"
"62","Total sweeteners and candy ","Brazil","Million dollars","2012","292.7"
"63","Total sweeteners and candy ","Brazil","Million dollars","2011","489.8"
"64","Total sweeteners and candy ","Brazil","Million dollars","2010","332.6"
"65","Total sweeteners and candy ","Brazil","Million dollars","2009","172.4"
"66","Total sweeteners and candy ","Brazil","Million dollars","2008","171"
"67","Total sweeteners and candy ","Brazil","Million dollars","2007","186.9"
"68","Total sweeteners and candy ","Brazil","Million dollars","2006","189.4"
"69","Total sweeteners and candy ","Brazil","Million dollars","2005","193.5"
"70","Total sweeteners and candy ","Brazil","Million dollars","2004","124.4"
"71","Total sweeteners and candy ","Brazil","Million dollars","2003","130.19999999999999"
"72","Total sweeteners and candy ","Brazil","Million dollars","2002","102.4"
"73","Total sweeteners and candy ","Brazil","Million dollars","2001","108.3"
"74","Total sweeteners and candy ","Brazil","Million dollars","2000","90.2"
"75","Total sweeteners and candy ","Brazil","Million dollars","1999","128.69999999999999"
"76","Total sweeteners and candy ","Germany","Million dollars","2023","279.60000000000002"
"77","Total sweeteners and candy ","Germany","Million dollars","2022","273.2"
"78","Total sweeteners and candy ","Germany","Million dollars","2021","224.2"
"79","Total sweeteners and candy ","Germany","Million dollars","2020","178.4"
"80","Total sweeteners and candy ","Germany","Million dollars","2019","154.5"
"81","Total sweeteners and candy ","Germany","Million dollars","2018","144.19999999999999"
"82","Total sweeteners and candy ","Germany","Million dollars","2017","136.1"
"83","Total sweeteners and candy ","Germany","Million dollars","2016","117.8"
"84","Total sweeteners and candy ","Germany","Million dollars","2015","99.3"
"85","Total sweeteners and candy ","Germany","Million dollars","2014","94.6"
"86","Total sweeteners and candy ","Germany","Million dollars","2013","77.8"
"87","Total sweeteners and candy ","Germany","Million dollars","2012","71.7"
"88","Total sweeteners and candy ","Germany","Million dollars","2011","64.8"
"89","Total sweeteners and candy ","Germany","Million dollars","2010","54.5"
"90","Total sweeteners and candy ","Germany","Million dollars","2009","47.3"
"91","Total sweeteners and candy ","Germany","Million dollars","2008","43.6"
"92","Total sweeteners and candy ","Germany","Million dollars","2007","41.8"
"93","Total sweeteners and candy ","Germany","Million dollars","2006","35.5"
"94","Total sweeteners and candy ","Germany","Million dollars","2005","32.6"
"95","Total sweeteners and candy ","Germany","Million dollars","2004","28.8"
"96","Total sweeteners and candy ","Germany","Million dollars","2003","24.8"
"97","Total sweeteners and candy ","Germany","Million dollars","2002","26.5"
"98","Total sweeteners and candy ","Germany","Million dollars","2001","27.7"
"99","Total sweeteners and candy ","Germany","Million dollars","2000","32.200000000000003"
"100","Total sweeteners and candy ","Germany","Million dollars","1999","35.799999999999997"
"101","Total sweeteners and candy ","Turkey","Million dollars","2023","237.4"
"102","Total sweeteners and candy ","Turkey","Million dollars","2022","202.3"
"103","Total sweeteners and candy ","Turkey","Million dollars","2021","149.30000000000001"
"104","Total sweeteners and candy ","Turkey","Million dollars","2020","112.5"
"105","Total sweeteners and candy ","Turkey","Million dollars","2019","105.9"
"106","Total sweeteners and candy ","Turkey","Million dollars","2018","92.2"
"107","Total sweeteners and candy ","Turkey","Million dollars","2017","85.7"
"108","Total sweeteners and candy ","Turkey","Million dollars","2016","86.4"
"109","Total sweeteners and candy ","Turkey","Million dollars","2015","70.8"
"110","Total sweeteners and candy ","Turkey","Million dollars","2014","64.7"
"111","Total sweeteners and candy ","Turkey","Million dollars","2013","58.3"
"112","Total sweeteners and candy ","Turkey","Million dollars","2012","41.3"
"113","Total sweeteners and candy ","Turkey","Million dollars","2011","23.4"
"114","Total sweeteners and candy ","Turkey","Million dollars","2010","20.2"
"115","Total sweeteners and candy ","Turkey","Million dollars","2009","24.8"
"116","Total sweeteners and candy ","Turkey","Million dollars","2008","27"
"117","Total sweeteners and candy ","Turkey","Million dollars","2007","13.2"
"118","Total sweeteners and candy ","Turkey","Million dollars","2006","6"
"119","Total sweeteners and candy ","Turkey","Million dollars","2005","5.2"
"120","Total sweeteners and candy ","Turkey","Million dollars","2004","7.6"
"121","Total sweeteners and candy ","Turkey","Million dollars","2003","10.5"
"122","Total sweeteners and candy ","Turkey","Million dollars","2002","7.4"
"123","Total sweeteners and candy ","Turkey","Million dollars","2001","2.9"
"124","Total sweeteners and candy ","Turkey","Million dollars","2000","1.9"
"125","Total sweeteners and candy ","Turkey","Million dollars","1999","2.5"
"126","Total sweeteners and candy ","Guatemala","Million dollars","2023","231.2"
"127","Total sweeteners and candy ","Guatemala","Million dollars","2022","183.6"
"128","Total sweeteners and candy ","Guatemala","Million dollars","2021","158.9"
"129","Total sweeteners and candy ","Guatemala","Million dollars","2020","157.5"
"130","Total sweeteners and candy ","Guatemala","Million dollars","2019","146"
"131","Total sweeteners and candy ","Guatemala","Million dollars","2018","157.5"
"132","Total sweeteners and candy ","Guatemala","Million dollars","2017","133.30000000000001"
"133","Total sweeteners and candy ","Guatemala","Million dollars","2016","165.1"
"134","Total sweeteners and candy ","Guatemala","Million dollars","2015","145.5"
"135","Total sweeteners and candy ","Guatemala","Million dollars","2014","151.1"
"136","Total sweeteners and candy ","Guatemala","Million dollars","2013","64.3"
"137","Total sweeteners and candy ","Guatemala","Million dollars","2012","214.6"
"138","Total sweeteners and candy ","Guatemala","Million dollars","2011","143.30000000000001"
"139","Total sweeteners and candy ","Guatemala","Million dollars","2010","225.8"
"140","Total sweeteners and candy ","Guatemala","Million dollars","2009","105.8"
"141","Total sweeteners and candy ","Guatemala","Million dollars","2008","183.8"
"142","Total sweeteners and candy ","Guatemala","Million dollars","2007","110.4"
"143","Total sweeteners and candy ","Guatemala","Million dollars","2006","114.8"
"144","Total sweeteners and candy ","Guatemala","Million dollars","2005","110.3"
"145","Total sweeteners and candy ","Guatemala","Million dollars","2004","75.599999999999994"
"146","Total sweeteners and candy ","Guatemala","Million dollars","2003","89"
"147","Total sweeteners and candy ","Guatemala","Million dollars","2002","53.4"
"148","Total sweeteners and candy ","Guatemala","Million dollars","2001","40.200000000000003"
"149","Total sweeteners and candy ","Guatemala","Million dollars","2000","44.5"
"150","Total sweeteners and candy ","Guatemala","Million dollars","1999","82.3"
"151","Total sweeteners and candy ","Colombia","Million dollars","2023","199.1"
"152","Total sweeteners and candy ","Colombia","Million dollars","2022","164.6"
"153","Total sweeteners and candy ","Colombia","Million dollars","2021","135.9"
"154","Total sweeteners and candy ","Colombia","Million dollars","2020","138.69999999999999"
"155","Total sweeteners and candy ","Colombia","Million dollars","2019","128.19999999999999"
"156","Total sweeteners and candy ","Colombia","Million dollars","2018","109.5"
"157","Total sweeteners and candy ","Colombia","Million dollars","2017","90.8"
"158","Total sweeteners and candy ","Colombia","Million dollars","2016","81.7"
"159","Total sweeteners and candy ","Colombia","Million dollars","2015","86.5"
"160","Total sweeteners and candy ","Colombia","Million dollars","2014","102.1"
"161","Total sweeteners and candy ","Colombia","Million dollars","2013","67.099999999999994"
"162","Total sweeteners and candy ","Colombia","Million dollars","2012","94.1"
"163","Total sweeteners and candy ","Colombia","Million dollars","2011","69.3"
"164","Total sweeteners and candy ","Colombia","Million dollars","2010","65.5"
"165","Total sweeteners and candy ","Colombia","Million dollars","2009","84.5"
"166","Total sweeteners and candy ","Colombia","Million dollars","2008","40.9"
"167","Total sweeteners and candy ","Colombia","Million dollars","2007","32.9"
"168","Total sweeteners and candy ","Colombia","Million dollars","2006","81.8"
"169","Total sweeteners and candy ","Colombia","Million dollars","2005","69.8"
"170","Total sweeteners and candy ","Colombia","Million dollars","2004","68.5"
"171","Total sweeteners and candy ","Colombia","Million dollars","2003","64.400000000000006"
"172","Total sweeteners and candy ","Colombia","Million dollars","2002","51.2"
"173","Total sweeteners and candy ","Colombia","Million dollars","2001","44.2"
"174","Total sweeteners and candy ","Colombia","Million dollars","2000","54"
"175","Total sweeteners and candy ","Colombia","Million dollars","1999","42.7"
"176","Total sweeteners and candy ","Argentina","Million dollars","2023","194.1"
"177","Total sweeteners and candy ","Argentina","Million dollars","2022","206.9"
"178","Total sweeteners and candy ","Argentina","Million dollars","2021","207.4"
"179","Total sweeteners and candy ","Argentina","Million dollars","2020","177.8"
"180","Total sweeteners and candy ","Argentina","Million dollars","2019","137.5"
"181","Total sweeteners and candy ","Argentina","Million dollars","2018","131.6"
"182","Total sweeteners and candy ","Argentina","Million dollars","2017","133.19999999999999"
"183","Total sweeteners and candy ","Argentina","Million dollars","2016","127.7"
"184","Total sweeteners and candy ","Argentina","Million dollars","2015","139.4"
"185","Total sweeteners and candy ","Argentina","Million dollars","2014","174.2"
"186","Total sweeteners and candy ","Argentina","Million dollars","2013","169.2"
"187","Total sweeteners and candy ","Argentina","Million dollars","2012","205.3"
"188","Total sweeteners and candy ","Argentina","Million dollars","2011","187.5"
"189","Total sweeteners and candy ","Argentina","Million dollars","2010","148.80000000000001"
"190","Total sweeteners and candy ","Argentina","Million dollars","2009","74.099999999999994"
"191","Total sweeteners and candy ","Argentina","Million dollars","2008","70.099999999999994"
"192","Total sweeteners and candy ","Argentina","Million dollars","2007","75"
"193","Total sweeteners and candy ","Argentina","Million dollars","2006","110.4"
"194","Total sweeteners and candy ","Argentina","Million dollars","2005","78.7"
"195","Total sweeteners and candy ","Argentina","Million dollars","2004","58.6"
"196","Total sweeteners and candy ","Argentina","Million dollars","2003","66.2"
"197","Total sweeteners and candy ","Argentina","Million dollars","2002","86.6"
"198","Total sweeteners and candy ","Argentina","Million dollars","2001","56"
"199","Total sweeteners and candy ","Argentina","Million dollars","2000","81.400000000000006"
"200","Total sweeteners and candy ","Argentina","Million dollars","1999","64.400000000000006"
"201","Total sweeteners and candy ","Rest of world","Million dollars","2023","2212.3000000000002"
"202","Total sweeteners and candy ","Rest of world","Million dollars","2022","2317.3000000000002"
"203","Total sweeteners and candy ","Rest of world","Million dollars","2021","1882.4"
"204","Total sweeteners and candy ","Rest of world","Million dollars","2020","1687.4"
"205","Total sweeteners and candy ","Rest of world","Million dollars","2019","1590.1"
"206","Total sweeteners and candy ","Rest of world","Million dollars","2018","1493.5"
"207","Total sweeteners and candy ","Rest of world","Million dollars","2017","1680.3"
"208","Total sweeteners and candy ","Rest of world","Million dollars","2016","1563.3"
"209","Total sweeteners and candy ","Rest of world","Million dollars","2015","1575"
"210","Total sweeteners and candy ","Rest of world","Million dollars","2014","1443.9"
"211","Total sweeteners and candy ","Rest of world","Million dollars","2013","1174"
"212","Total sweeteners and candy ","Rest of world","Million dollars","2012","1689.9"
"213","Total sweeteners and candy ","Rest of world","Million dollars","2011","1677.7"
"214","Total sweeteners and candy ","Rest of world","Million dollars","2010","1354.1"
"215","Total sweeteners and candy ","Rest of world","Million dollars","2009","1042.3"
"216","Total sweeteners and candy ","Rest of world","Million dollars","2008","938.9"
"217","Total sweeteners and candy ","Rest of world","Million dollars","2007","1005.2"
"218","Total sweeteners and candy ","Rest of world","Million dollars","2006","1129.5999999999999"
"219","Total sweeteners and candy ","Rest of world","Million dollars","2005","948"
"220","Total sweeteners and candy ","Rest of world","Million dollars","2004","871.2"
"221","Total sweeteners and candy ","Rest of world","Million dollars","2003","891.5"
"222","Total sweeteners and candy ","Rest of world","Million dollars","2002","769.7"
"223","Total sweeteners and candy ","Rest of world","Million dollars","2001","703.9"
"224","Total sweeteners and candy ","Rest of world","Million dollars","2000","770.6"
"225","Total sweeteners and candy ","Rest of world","Million dollars","1999","740.8"
"226","Total sweeteners and candy ","World","Million dollars","2023","7196.7"
"227","Total sweeteners and candy ","World","Million dollars","2022","6883.5"
"228","Total sweeteners and candy ","World","Million dollars","2021","5700.6"
"229","Total sweeteners and candy ","World","Million dollars","2020","5171.5"
"230","Total sweeteners and candy ","World","Million dollars","2019","4665"
"231","Total sweeteners and candy ","World","Million dollars","2018","4659.7"
"232","Total sweeteners and candy ","World","Million dollars","2017","4675.8"
"233","Total sweeteners and candy ","World","Million dollars","2016","4630.6000000000004"
"234","Total sweeteners and candy ","World","Million dollars","2015","4621.3"
"235","Total sweeteners and candy ","World","Million dollars","2014","4492"
"236","Total sweeteners and candy ","World","Million dollars","2013","4294.6000000000004"
"237","Total sweeteners and candy ","World","Million dollars","2012","4802.8999999999996"
"238","Total sweeteners and candy ","World","Million dollars","2011","5162.3"
"239","Total sweeteners and candy ","World","Million dollars","2010","4060.7"
"240","Total sweeteners and candy ","World","Million dollars","2009","3090.7"
"241","Total sweeteners and candy ","World","Million dollars","2008","2991.3"
"242","Total sweeteners and candy ","World","Million dollars","2007","2607.4"
"243","Total sweeteners and candy ","World","Million dollars","2006","3055.8"
"244","Total sweeteners and candy ","World","Million dollars","2005","2501"
"245","Total sweeteners and candy ","World","Million dollars","2004","2114.5"
"246","Total sweeteners and candy ","World","Million dollars","2003","2138"
"247","Total sweeteners and candy ","World","Million dollars","2002","1860.5"
"248","Total sweeteners and candy ","World","Million dollars","2001","1606.5"
"249","Total sweeteners and candy ","World","Million dollars","2000","1560.9"
"250","Total sweeteners and candy ","World","Million dollars","1999","1593.5"
"251","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2023","4744.7"
"252","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2022","4869.3999999999996"
"253","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2021","4504.8999999999996"
"254","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2020","4919.8999999999996"
"255","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2019","4271.8999999999996"
"256","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2018","4147.3"
"257","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2017","4076.9"
"258","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2016","4333.6000000000004"
"259","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2015","4414.3999999999996"
"260","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2014","4232.1000000000004"
"261","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2013","4018.3"
"262","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2012","4091.9"
"263","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2011","4521.3"
"264","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2010","3959.3"
"265","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2009","3421.1"
"266","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2008","3627.7"
"267","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2007","2951.2"
"268","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2006","3880.4"
"269","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2005","3093.9"
"270","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2004","2386.8000000000002"
"271","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2003","2372.5"
"272","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2002","2144.6999999999998"
"273","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2001","2035.3"
"274","Total sweeteners and candy ","World (quantity)","1,000 metric tons","2000","2111.8000000000002"
"275","Total sweeteners and candy ","World (quantity)","1,000 metric tons","1999","2207.6"
"276","Sugar, cane and beet ","Mexico","Million dollars","2023","804.4"
"277","Sugar, cane and beet ","Mexico","Million dollars","2022","918.4"
"278","Sugar, cane and beet ","Mexico","Million dollars","2021","648.1"
"279","Sugar, cane and beet ","Mexico","Million dollars","2020","739.7"
"280","Sugar, cane and beet ","Mexico","Million dollars","2019","569.4"
"281","Sugar, cane and beet ","Mexico","Million dollars","2018","663.6"
"282","Sugar, cane and beet ","Mexico","Million dollars","2017","626.29999999999995"
"283","Sugar, cane and beet ","Mexico","Million dollars","2016","682.7"
"284","Sugar, cane and beet ","Mexico","Million dollars","2015","811.7"
"285","Sugar, cane and beet ","Mexico","Million dollars","2014","765.2"
"286","Sugar, cane and beet ","Mexico","Million dollars","2013","1129.2"
"287","Sugar, cane and beet ","Mexico","Million dollars","2012","839.7"
"288","Sugar, cane and beet ","Mexico","Million dollars","2011","1269"
"289","Sugar, cane and beet ","Mexico","Million dollars","2010","721"
"290","Sugar, cane and beet ","Mexico","Million dollars","2009","519.29999999999995"
"291","Sugar, cane and beet ","Mexico","Million dollars","2008","423.7"
"292","Sugar, cane and beet ","Mexico","Million dollars","2007","111.1"
"293","Sugar, cane and beet ","Mexico","Million dollars","2006","392.2"
"294","Sugar, cane and beet ","Mexico","Million dollars","2005","148.1"
"295","Sugar, cane and beet ","Mexico","Million dollars","2004","30"
"296","Sugar, cane and beet ","Mexico","Million dollars","2003","19.899999999999999"
"297","Sugar, cane and beet ","Mexico","Million dollars","2002","97.6"
"298","Sugar, cane and beet ","Mexico","Million dollars","2001","68.900000000000006"
"299","Sugar, cane and beet ","Mexico","Million dollars","2000","30.4"
"300","Sugar, cane and beet ","Mexico","Million dollars","1999","39.299999999999997"
"301","Sugar, cane and beet ","Brazil","Million dollars","2023","505.2"
"302","Sugar, cane and beet ","Brazil","Million dollars","2022","211.4"
"303","Sugar, cane and beet ","Brazil","Million dollars","2021","275.10000000000002"
"304","Sugar, cane and beet ","Brazil","Million dollars","2020","313.3"
"305","Sugar, cane and beet ","Brazil","Million dollars","2019","175.9"
"306","Sugar, cane and beet ","Brazil","Million dollars","2018","196.7"
"307","Sugar, cane and beet ","Brazil","Million dollars","2017","161.19999999999999"
"308","Sugar, cane and beet ","Brazil","Million dollars","2016","193.9"
"309","Sugar, cane and beet ","Brazil","Million dollars","2015","154"
"310","Sugar, cane and beet ","Brazil","Million dollars","2014","137.30000000000001"
"311","Sugar, cane and beet ","Brazil","Million dollars","2013","77.3"
"312","Sugar, cane and beet ","Brazil","Million dollars","2012","220"
"313","Sugar, cane and beet ","Brazil","Million dollars","2011","400.6"
"314","Sugar, cane and beet ","Brazil","Million dollars","2010","271.3"
"315","Sugar, cane and beet ","Brazil","Million dollars","2009","90.3"
"316","Sugar, cane and beet ","Brazil","Million dollars","2008","96.3"
"317","Sugar, cane and beet ","Brazil","Million dollars","2007","116.7"
"318","Sugar, cane and beet ","Brazil","Million dollars","2006","124.9"
"319","Sugar, cane and beet ","Brazil","Million dollars","2005","145.30000000000001"
"320","Sugar, cane and beet ","Brazil","Million dollars","2004","67.400000000000006"
"321","Sugar, cane and beet ","Brazil","Million dollars","2003","70.900000000000006"
"322","Sugar, cane and beet ","Brazil","Million dollars","2002","55"
"323","Sugar, cane and beet ","Brazil","Million dollars","2001","77.900000000000006"
"324","Sugar, cane and beet ","Brazil","Million dollars","2000","59.7"
"325","Sugar, cane and beet ","Brazil","Million dollars","1999","72.8"
"326","Sugar, cane and beet ","Guatemala","Million dollars","2023","215.1"
"327","Sugar, cane and beet ","Guatemala","Million dollars","2022","170.9"
"328","Sugar, cane and beet ","Guatemala","Million dollars","2021","144.5"
"329","Sugar, cane and beet ","Guatemala","Million dollars","2020","148.30000000000001"
"330","Sugar, cane and beet ","Guatemala","Million dollars","2019","135.4"
"331","Sugar, cane and beet ","Guatemala","Million dollars","2018","147.5"
"332","Sugar, cane and beet ","Guatemala","Million dollars","2017","123.2"
"333","Sugar, cane and beet ","Guatemala","Million dollars","2016","155.69999999999999"
"334","Sugar, cane and beet ","Guatemala","Million dollars","2015","135.6"
"335","Sugar, cane and beet ","Guatemala","Million dollars","2014","135.6"
"336","Sugar, cane and beet ","Guatemala","Million dollars","2013","54.4"
"337","Sugar, cane and beet ","Guatemala","Million dollars","2012","204.2"
"338","Sugar, cane and beet ","Guatemala","Million dollars","2011","133.6"
"339","Sugar, cane and beet ","Guatemala","Million dollars","2010","213.7"
"340","Sugar, cane and beet ","Guatemala","Million dollars","2009","100"
"341","Sugar, cane and beet ","Guatemala","Million dollars","2008","175.7"
"342","Sugar, cane and beet ","Guatemala","Million dollars","2007","104.6"
"343","Sugar, cane and beet ","Guatemala","Million dollars","2006","111.2"
"344","Sugar, cane and beet ","Guatemala","Million dollars","2005","107.7"
"345","Sugar, cane and beet ","Guatemala","Million dollars","2004","73.5"
"346","Sugar, cane and beet ","Guatemala","Million dollars","2003","85.9"
"347","Sugar, cane and beet ","Guatemala","Million dollars","2002","50.2"
"348","Sugar, cane and beet ","Guatemala","Million dollars","2001","35.299999999999997"
"349","Sugar, cane and beet ","Guatemala","Million dollars","2000","42.4"
"350","Sugar, cane and beet ","Guatemala","Million dollars","1999","81.400000000000006"
"351","Sugar, cane and beet ","El Salvador","Million dollars","2023","157.9"
"352","Sugar, cane and beet ","El Salvador","Million dollars","2022","147.1"
"353","Sugar, cane and beet ","El Salvador","Million dollars","2021","67.7"
"354","Sugar, cane and beet ","El Salvador","Million dollars","2020","73.7"
"355","Sugar, cane and beet ","El Salvador","Million dollars","2019","91.4"
"356","Sugar, cane and beet ","El Salvador","Million dollars","2018","67"
"357","Sugar, cane and beet ","El Salvador","Million dollars","2017","52.6"
"358","Sugar, cane and beet ","El Salvador","Million dollars","2016","92.5"
"359","Sugar, cane and beet ","El Salvador","Million dollars","2015","88.8"
"360","Sugar, cane and beet ","El Salvador","Million dollars","2014","83"
"361","Sugar, cane and beet ","El Salvador","Million dollars","2013","70.8"
"362","Sugar, cane and beet ","El Salvador","Million dollars","2012","186.7"
"363","Sugar, cane and beet ","El Salvador","Million dollars","2011","87.8"
"364","Sugar, cane and beet ","El Salvador","Million dollars","2010","83.7"
"365","Sugar, cane and beet ","El Salvador","Million dollars","2009","63.6"
"366","Sugar, cane and beet ","El Salvador","Million dollars","2008","65.2"
"367","Sugar, cane and beet ","El Salvador","Million dollars","2007","49.4"
"368","Sugar, cane and beet ","El Salvador","Million dollars","2006","44.4"
"369","Sugar, cane and beet ","El Salvador","Million dollars","2005","68.5"
"370","Sugar, cane and beet ","El Salvador","Million dollars","2004","26.9"
"371","Sugar, cane and beet ","El Salvador","Million dollars","2003","36.9"
"372","Sugar, cane and beet ","El Salvador","Million dollars","2002","23.2"
"373","Sugar, cane and beet ","El Salvador","Million dollars","2001","32.1"
"374","Sugar, cane and beet ","El Salvador","Million dollars","2000","16.8"
"375","Sugar, cane and beet ","El Salvador","Million dollars","1999","23.4"
"376","Sugar, cane and beet ","Colombia","Million dollars","2023","155"
"377","Sugar, cane and beet ","Colombia","Million dollars","2022","123.1"
"378","Sugar, cane and beet ","Colombia","Million dollars","2021","105.5"
"379","Sugar, cane and beet ","Colombia","Million dollars","2020","115.1"
"380","Sugar, cane and beet ","Colombia","Million dollars","2019","96.6"
"381","Sugar, cane and beet ","Colombia","Million dollars","2018","82.7"
"382","Sugar, cane and beet ","Colombia","Million dollars","2017","64.3"
"383","Sugar, cane and beet ","Colombia","Million dollars","2016","53.3"
"384","Sugar, cane and beet ","Colombia","Million dollars","2015","55.2"
"385","Sugar, cane and beet ","Colombia","Million dollars","2014","67.5"
"386","Sugar, cane and beet ","Colombia","Million dollars","2013","30.1"
"387","Sugar, cane and beet ","Colombia","Million dollars","2012","55.1"
"388","Sugar, cane and beet ","Colombia","Million dollars","2011","38.4"
"389","Sugar, cane and beet ","Colombia","Million dollars","2010","31.6"
"390","Sugar, cane and beet ","Colombia","Million dollars","2009","53.2"
"391","Sugar, cane and beet ","Colombia","Million dollars","2008","15.3"
"392","Sugar, cane and beet ","Colombia","Million dollars","2007","5.5"
"393","Sugar, cane and beet ","Colombia","Million dollars","2006","54.3"
"394","Sugar, cane and beet ","Colombia","Million dollars","2005","43.4"
"395","Sugar, cane and beet ","Colombia","Million dollars","2004","40.1"
"396","Sugar, cane and beet ","Colombia","Million dollars","2003","45.5"
"397","Sugar, cane and beet ","Colombia","Million dollars","2002","37.5"
"398","Sugar, cane and beet ","Colombia","Million dollars","2001","18.2"
"399","Sugar, cane and beet ","Colombia","Million dollars","2000","29.3"
"400","Sugar, cane and beet ","Colombia","Million dollars","1999","30.1"
